Move ID,Move,Command,hitLevel,BlockFrame,Punishable,Duckable
41,d/f+3,d/f+3,m,-9,False,False
42,"d/f+3, 3","df+3, 8, +3*, 4, +3-","m, l",-12~-11,True,False
43,d/f+4,d/f+4,m,-7,False,False
44,d/f+1+2,d/f+1+2,"m, (DES)",-14,True,False
45,d+2,d+2,m,-14~-12,True,False
46,"d+2, 4","d+2, 10, +4*, 4, +4-","m, m",-13~-10,False,False
47,"d+2, 4, 1+2","d+2, 12, +4*, 5, +4-, 23, +1+2*, 5, +1+2-","m, m, (DES)",-13~-10,False,False
48,d+3,d+3,"l (TJ), (Special) (TC)",-10~-1,False,False
49,d+3 (After stance ends),d+3,"l (TJ), (Special) (TC)",-19~-10,False,False
50,d+4,d+4,l,-16~-15,True,False
51,"d+4, 1+2","d+4, 11, +1+2*, 3, +1+2-","l, h",+2,False,False
52,d+3+4,d+3+4,l (TJ),-37,True,False
53,"d+3+4, 1+2","d+3+4, 14, +1+2","l (TJ), (DES)",,False,False
54,d/b+2,d/b+2,m,-18~-17,True,False
55,"d/b+2, 2","db+2, 8, +2*, 3, +2-","m, m",-10~-9,False,False
56,"d/b+2, 2, 1+2","db+2, 7, +2, 22, +1+2*, 2, +1+2-","m, m, (DES)",-10~-9,False,False
57,d/b+3,d/b+3,l (TC),-12,True,False
58,d/b+4,d/b+4,l (TC),-17~-16,True,False
59,b+1,b+1,m,-5~-4,False,False
60,"b+1, 1+2","b+1, 12, +1+2*, 2, +1+2-","m, Sm, m",-16~-14,True,False
61,b+2,b+2,m,-12,True,False
62,"b+2, 1","b+2, 6, +1*, 4, +1-","m, m",-13~-12,True,False
63,"b+2, 4","b+2, 8, +4*, 6, +4-","m, h",-7~-6,False,False
64,b+3,b+3,m,-8~-6,False,False
65,b+4,b+4,m,-13~-12,True,False
66,"b+4, 3","b+4, 6, +3*, 4, +3-","m, m",-11~-10,False,False
67,"b+4, 3, 1+2","b+4, 6, +3*, 4, +3-, 15, +1+2","m (TJ), m, (DES)",-11~-10,False,False
68,b+3+4,b+3+4,m (TJ),-17~-16,True,False
69,"b+3+4, 3+4","b+3+4, 13, +3+4, 5, -+, 1, -3","m (TJ), m (TJ)",+5~+10s,False,False
70,b+2+3,b+2+3,!,KND,False,False
71,u/b+3+4,u/b+3+4,m (TJ),+2~+4s,False,False
72,BT 3+4,BT 3+4,m (TJ),+2~+4s,False,False
73,"u/b+3+4, 1+2 or BT 3+4, 1+2","UB+3+4, 2, -U, 1, -B, 13, +1+2*, 3, +1+2-","m (TJ), m?",-14~-13,True,False
74,u/b or u or u/f+3,uf+3,m (TJ),-52~-51,True,False
75,"u/f+3, 2","U, 1, F+3, 2, -U, 1, -F, 21, +2*, 9, +2-","m (TJ), m (TJ)",-14~-9,False,False
76,"u/f+3, 3+4","U, 1, F+3, 2, -U, 1, -F, 23, +3+4, 6, -+, 1, -3","m (TJ), (Special) (TJ)(SBT)",-29~-28,True,False
77,"u/f+3, f+3+4","U, 1, F+3, 2, -U, 1, -F, 27, F+3+4, 6, -F","m (TJ), (Special) (TJ)(DBT)",-29~-28,True,False
78,u or u/f+4,uf+4,m (TJ),-15~-14,True,False
79,"u/f+4, 4","U, 1, F+4, 2, -U, 1, -F, 10, +4*, 4, +4-","m (TJ), m",-13~-11s,False,False
80,u or u/f+3+4,"U, 1, F+3+4, 2, -U, 1, -F",m (TJ),0~+3,False,False
81,"f, F+2","F, 5, -F, 5, F, 5, -F, f+2",m,-18~-17,True,False
82,"f, F+2, 3","F, 5, -F, 5, F, 5, -F, f+2, 7, +3*, 5, +3-","m, m",-13~-11,True,False
83,"f, F+3","F, 5, -F, 5, F, 5, -F, f+3",m,-18~-17,True,False
84,"f, F+3, 4","F, 5, -F, 5, F, 5, -F, f+3, 7, +4*, 7, +4-","m, h (TJ)",-9~-8,False,False
85,"f, F+3, 4, 1+2","F, 5, -F, 5, F, 5, -F, f+3, 7, +4*, 7, +4-, 14, +1+2*, 6, +1+2-","m, h (TJ), (DES)",-9~-8,False,False
86,"f, F+3, 4, 4","F, 5, -F, 5, F, 5, -F, f+3, 6, +4*, 4, +4-, 12, +4*, 4, +4-","m, h (TJ), m",-10~-8,False,False
87,"f, F+3, 4, 4, 1+2","F, 5, -F, 5, F, 5, -F, f+3, 6, +4*, 5, +4-, 15, +4*, 4, +4-, 17, +1+2","m, h (TJ), m, (DES)",-10~-8,False,False
88,"f, F+4","F, 5, -F, 5, F, 5, -F, f+4",m,-11~-4,False,False
89,"f, F+4 When hit f or b+1","F, 5, -F, 5, F, 5, -F, f+4, 19, D, 4, -D, DF, 4, -D, 1, -F, F+1, 3, -F","m, m",,False,False
90,"f, F+1+2","F, 5, -F, 5, F, 5, -F, f+1+2",mm,-16~-15,True,False
91,"f, F+1+2 When hit 2","F, 5, -F, 5, F, 5, -F, f+1+2, 18, +2*, 3, +2-","mm, m x 6, (DES)",,False,False
92,"b, 2, f+2","b, 5, f+2",h,-8~0,False,False
93,"b, B+1+4","B, 5, -B, 5, B, 5, -B, b+1+4",h! (TJ),KND,False,False
94,"f, f, f+2","F, 5, -F, 5, F, 4, -F, 3, F, 2, -F, F+2, 11, -F,",h,+5~+7,False,False
95,"f, f, f+3","F, 5, -F, 5, F, 4, -F, 3, F, 2, -F, F+3",m (TJ),-4~-3,False,False
96,"f, f, f+3, 4","F, 5, -F, 5, F, 4, -F, 3, F, 2, -F, F+3, 8, -F, 4, +4*, 8, +4-","m (TJ), m (TJ)",-7~-5,False,False
97,WR+1+2,"F, 4, -F, 4, f, 32, +1+2",m (TJ),-3~+15,False,False
98,WS+1,"D, 21, -D, 1, +1",m,-12~-11,True,False
99,"WS+1, 2","D, 21, -D, 1, +1, 5, +2*, 4, +2-","m, h",-5~-4,False,False
100,"WS+1, 2, 3","D, 21, -D, 1, +1, 5, +2*, 4, +2-, 8, +3*, 4, +3-","m, h, m",-10~-9,False,False
101,"WS+1, 2, 3, 1+2","D, 21, -D, 1, +1*, 4, +1-, 5, +2*, 6, +2-, 15, +3*, 4, +3-, 13, +1+2","m, h, m, (DES)",-10~-9,False,False
102,WS+2,"D, 21, -D, 1, +2*, 5, +2-",m,-13~-12,True,False
103,"WS+2, 3+4","D, 21, -D, 1, +2*, 5, +2-, 7, +3+4, 3, -+, 1, -3","m, (Special) (TJ)(SBT)",-7~-6,False,False
104,"WS+2, f+3+4","D, 21, -D, 1, +2*, 5, +2-, 9, F+3+4, 6, -F","m, (Special) (TJ)(DBT)",-7~-6,False,False
105,WS+3,"D, 21, -D, 1, +3*, 4, +3-","m, (Special)",-135~-134,True,False
106,"WS+3, 3, B (Cancel)","D, 21, -D, 1, +3*, 5, +3-, 20, B, 20, -B","m, (Special)",-14~-13,True,False
107,"WS+3, 3 (one spin)","D, 21, -D, 1, +3*, 5, +3-, 20, +3*, 5, +3-",m,-10~-9,False,False
108,"WS+3, 3 (two spin)","D, 21, -D, 1, +3*, 5, +3-, 40, +3*, 5, +3-",m,0~+1,False,False
109,"WS+3, d+3 (three spin)","D, 21, -D, 1, +3*, 5, +3-, 60, +3*, 5, +3-",l (TC),-12~-11,True,False
110,WS+4,WS+4,m,-5~-4,False,False
111,WS+1+2,"D, 21, -D, 1, +1+2",m,-8~-7,False,False
112,"WS+1+2, * (two spins)","WS+1+2*, 20, +1+2-",m,-4~-3,False,False
113,"WS+1+2, * (three spins)","WS+1+2*, 40, +1+2-",m,0~+1,False,False
114,FC+d/f+1+2,"D, 21, -D, df+1+2",ll,-11~-9,False,False
115,"FC+d/f+1+2 , 1+2","D, 21, -D, df+1+2, 13, +1+2","ll, (DES)",-11~-9,False,False
116,SS+4,"u, 15, +4*, 5, +4-",l,-12~-11,True,False
117,"SS+4 , 1+2","u, 15, +4*, 5, +4-, 11, +1+2*, 3, +1+2-","l, h x 3 (TJ), m (TJ)",-10~-9,False,False
118,BT 4,BT 4,m (TJ),-3~-2,False,False
119,Opponent Down d/b+1+2,Opponent Down d/b+1+2,l(On grounded opponent),-14,True,False
120,Grounded face up 1+2,Grounded face up 1+2,(Special) (TJ),,False,False
121,"Grounded face up 1+2, 3+4","Grounded face up 1+2, 5, +3+4","(Special) (TJ), m (TJ)",-10~-9,False,False
122,1+2+3,+1+2+3,(Special) (TJ),,False,False
123,1+2+4,+1+2+4,(Special),,False,False
124,1+2+3+4,+1+2+3+4,(Special) (TJ),,False,False
125,"1+2+3+4, 1+2","+1+2+3+4, 5, +1+2","(Special) (TJ), (DES)",,False,False
126,d/b+1,db+1,(Special) (TC),,False,False
127,d/b+1~1,"db+1, 14, +1",h,+4~+6,False,False
128,d/b+1~2,"db+1, 10, +2*, 4, +2-",h! (Sky),KND,False,False
129,d/b+1~3,"DB+1, 7, -D, 1, -B, 3, +3*, 5, +3-",m (TJ),-9,False,False
130,d/b+1~4,"db+1, 13, +4*, 3, +4-",m,-9~-4,False,False
131,f+3+4 (to SBT),f+3+4,(Special) (TJ)(SBT),,False,False
132,"f+3+4, B","f+3+4, 13, B, 26, -B",(Special),,False,False
133,"f+3+4, D","f+3+4, 13, D, 26, -D",(Special),,False,False
134,SBT 1,"f+3+4, 41, +1*, 6, +1-",m,-15~-14,True,False
135,"SBT 1, 2","f+3+4, 41, +1*, 6, +1-, 5, +2*, 7, +2-","m, m",-9~-8,False,False
136,"SBT 1, 2, 1","f+3+4, 41, +1*, 6, +1-, 5, +2*, 7, +2-, 10, +1*, 6, +1-","m, m, m",-20~-19,True,False
137,"SBT 1, 2, 1 , 3+4","f+3+4, 41, +1*, 6, +1-, 5, +2*, 7, +2-, 10, +1*, 6, +1-, 12, +3+4, 3, -+, 1, -3","m, m, m, mm",-18,True,False
138,"SBT 1, 2, 1 , 3+4, 1+2","f+3+4, 41, +1*, 7, +1-, 7, +2*, 7, +2-, 9, +1*, 5, +1-, 14, +3+4, 7, -+, 1, -3, 32, +1+2*, 11, +1+2-","m, m, m, mm, (DES)",-18~-17,True,False
139,SBT 2,"f+3+4, 41, +2*, 7, +2-",m,-8~+3,False,False
140,"SBT 2, 1+2","f+3+4, 41, +2*, 4, +2-, 17, +1+2*, 3, +1+2-","m, (DES)",-8~+3,False,False
141,SBT 3,"f+3+4, 41, +3*, 5, +3-",l,-14~-10,False,False
142,SBT 4,"f+3+4, 41, +4*, 5, +4-",m,-27~-26,True,False
143,d+1+2 or From special move (to DES),"D+1+2, 8, -D",(DES),,False,False
144,DES b or F,DES b or F,(DES),,False,False
145,DES d+1+2 or D/B (Cancel),"D+1+2, 12, -D, 71, d+1+2",(DES),,False,False
146,DES 1,"D+1+2, 12, -D, 71, +1*, 7, +1-",mmhhhm,-9,False,False
147,DES 2,"D+1+2, 12, -D, 71, +2*, 5, +2-",mmm,-8,False,False
148,DES 2 When hit 1,"D+1+2, 12, -D, 71, +2, 16, +1","m x 3, h!",,False,False
149,DES 3 or 4,"D+1+2, 12, -D, 71, +3*, 5, +3-",,,False,False
150,DES 1+2,"D+1+2, 12, -D, 71, +1+2",hhh,0,False,False
151,DES f+1,"D+1+2, 12, -D, 71, F+1, 15, -F",h x 7,0,False,False
152,DES f+2,"D+1+2, 12, -D, 71, f+2", (Sky)!,,False,False
153,DES f+1+2,"D+1+2, 12, -D, 71, f+1+2",m x 8,+7,False,False
154,"DES f+1+2, 1+2","D+1+2, 12, -D, 71, f+1+2, 54, +1+2","m x 5, m",-53,True,False
155,DES d+1,"D+1+2, 12, -D, 71, d+1",l x 5 (TC),+3,False,False
156,DES d+2,"D+1+2, 12, -D, 71, d+2",llll,-14~-13,True,False
157,"DES d+2, *","D+1+2, 12, -D, 71, D+2*, 90, -D, 1, +2-",l x 5 or 6,-14~-13,True,False
158,DES b+2,"D+1+2, 12, -D, 71, b+2, 60",m,-12~-10,False,False
159,"DES b+2, 1","D+1+2, 12, -D, 71, b+2, 13, +1*, 2, +1-","m, m, Sm x 4",-8s,False,False
160,"DES b+3+4 or b, b or u/b, b","D+1+2, 12, -D, 71, b+3+4",(Special) (TJ),,False,False
161,DES u or d+3+4,"d+1+2, 82, U+3+4, 2, -U, 60",(Special) (TJ),,False,False
162,"DES u or d+3+4, 1","d+1+2, 82, u+3+4, 20, +1*, 3, +1-","(Special) (TJ), m",-10,True,False
163,DES d/f+1+2,"D+1+2, 12, -D, 71, DF+1+2, 2, -D, 1, -F","m, (DES)",-14,True,False
164,DES u/b or u or u/f+1+2,"D+1+2, 12, -D, 71, U, 1, F+1+2, 2, -U, 1, -F",mmm (TJ),-9s,False,False
165,"DES u/f+1+2, 1+2","D+1+2, 12, -D, 71, U, 1, F+1+2, 2, -U, 1, -F, 20, +1+2","m x 3 (TJ), (Special)",-9s,False,False
166,DES BT 1 or 2,DES BT 1 or 2,m x 6,-9,False,False
167,"DES f+3+4 or f, f (to DBT)","D+1+2, 12, -D, 71, f+3+4",(DBT),,False,False
168,DBT b (Cancel),"D+1+2, 12, -D, 71, f+3+4, 30, B, 10, -B",(Special),,False,False
169,"DBT f+3+4, u or D","D+1+2, 12, -D, 71, f+3+4, 30, D, 10, -D",(Special) (TJ),,False,False
170,DBT 1,"D+1+2, 12, -D, 71, f+3+4, 30, +1*, 5, +1-",h x 6,+9,False,False
171,DBT 2,"D+1+2, 12, -D, 71, f+3+4, 30, +2*, 10, +2-",mmhhh,-14,True,False
172,"DBT 2, 1+2","D+1+2, 12, -D, 71, f+3+4, 30, +2*, 5, +2-, 12, +1+2","mmhhh, (Special)",-14,True,False
173,"DBT 2, 1","D+1+2, 12, -D, 71, f+3+4, 30, +2*, 5, +2-, 12, +1*, 3, +1-","mmhh, h (TJ)",-12~10s,False,False
174,"DBT 2, 1, 1+2","D+1+2, 12, -D, 71, f+3+4, 30, +2*, 5, +2-, 12, +1*, 3, +1-, 10, +1+2","mmhh, h (TJ), (Special)",-12~10s,False,False
175,DBT 1+2,"D+1+2, 12, -D, 71, f+3+4, 30, +1+2",mmmm,0,False,False
