Move ID,Move,Command,hitLevel,BlockFrame,Punishable,Duckable
90,WS+2, ,m,-12~-11,True,False
91,WS+4, ,m,-3~-2,False,False
92,"WS+4, 4", ,"m, m",-15~-14,True,False
93,SS+2, ,m,-22~-21,True,False
94,SS+2 U(When hit ), ,"m, (throw)",,False,False
95,Opponent Down d+1+2, ,l(On grounded opponent),-16~-8,False,False
96,Grounded face up u+3+4, ,(Special) (TJ)(FLY),,False,False
97,1+2+3+4, ,(Special) (TJ),,False,False
98,3+4 or From certain moves (to FLY), ,(Special) (TJ)(FLY),,False,False
99,FLY 1, ,h (TJ),-3~-2,False,False
100,FLY 2, ,"h! (TJ)(, (throw))",,False,False
101,FLY 3, ,m (TJ),-15~-9,False,False
102,FLY 1+2, ,! (TJ),KND,False,False
103,FLY f+1+2, ,! (TJ),KND,False,False
104,"f, n, d, D/F", ,(Special),,False,False
105,"f, n, d, d/f, U/F", ,(Special) (TJ),,False,False
106,"f, n, d, d/f, U/F+3", ,m (TJ),+9~+12g,False,False
107,"f, n, d, d/f+1", ,m?,-16~-14,True,False
108,"f, n, d, d/f+1, U/F", ,"m, (throw)",,False,False
109,"f, n, d, d/f+1, 3", ,"m, m",-14,True,False
110,"f, n, d, d/f+1, 4", ,"m, l?",-20~-18,True,False
111,"f, n, d, D/F+2", ,h,-10~-9,False,False
112,"f, n, d, d/f+2", ,h,+5~+6,False,False
113,"f, n, d, D/F (Hold as long as possible)2", ,h,-4~-3,False,False
114,"f, n, d, d/f+3", ,m (TJ),-8~-6s,False,False
115,"f, n, d, D/F+3", ,l (TC),-23~-22,True,False
116,"f, n, d, d/f+4", ,l,-23,True,False
117,"f, n, d, d/f+4, 4", ,"l, m",-16~-15,True,False
