Move ID,Move,Command,hitLevel,BlockFrame,Punishable,Duckable
57,"d/b+2, 2", ,"l (TC), l (TC)",-17~-15,True,False
58,"d/b+2, 2, 2", ,"l (TC), l (TC), m",-8~-7,False,False
59,"d/b+2, 2, B (Cancel)", ,l (TC),-17~-16,True,False
60,d/b+3, ,l (TC),-15~-14,True,False
61,d/b+4, ,l (TC),-26,True,False
62,d/b+1+2, ,m,0~+1,False,False
63,"d/b+1+2, 2", ,"m, l (TC)",-11~-10,False,False
64,b+1, ,h,-10~-9,False,False
65,b+2, ,m?,-11,True,False
66,"b+2, 3", ,"m, l?",-11~-9,False,False
67,"b+2, 3, 4", ,"m, l, m",-12~-11,True,False
68,"b+2, 3, 4, 2", ,"m, l, m, m",-6~-5s,False,False
69,b+3, ,m,-8~-7,False,False
70,"b+3, 3", ,"m, h",-6,False,False
71,B+3~4, ,(Special),,False,False
72,b+4, ,m,-9,False,False
73,b+1+2, ,m,-19~-18,True,False
74,u/b+2, ,mh,-10~-9,False,False
75,"u/b+2 (First hit only, Second hit miss)", ,m,-37,True,False
76,u/b+1+2, ,!,CS,False,False
77,u+2, ,m (TJ),+2~+4,False,False
78,u/b or u or u/f+1, ,m (TJ),-7~-6,False,False
79,u/f+2, ,m,-10,True,False
80,u/b or u or u/f+3, ,m (TJ),-2~0,False,False
81,u/b+4, ,m (TJ),-20~-18,True,False
82,u+4, ,m (TJ),-13~-11,True,False
83,u/f+4, ,m (TJ),-13~-11,True,False
84,u/f+3+4, ,mhh,-10~-9,False,False
85,u/f+3+4 (Third hit miss), ,mh,-16~-14,True,False
86,u/f+3+4 (second and third hit miss), ,m,-28~-26,True,False
87,"u/f+3+4, 3", ,"mhh, h",-6~-5,False,False
88,"f, F+2", ,m,-10~-9,False,False
89,"f, F+3", ,m,+8~+9s,False,False
90,"f, F+4", ,m,-15~-14,True,False
91,"f, F+4, 3", ,"m, m",-14~-13,True,False
92,"f, F+4, d3", ,"m, m",-14~-13,True,False
93,"f, F+1+2", ,m,-12~-11,True,False
94,"f, F+1+2* (Very long hold)", ,m,+1~+2,False,False
95,"b, f+1", ,m,-15~-14,True,False
96,"f, f, f+3", ,m (TJ),+6~+11g,False,False
97,WS+1, ,m,-1,False,False
98,"WS+1, 2", ,"m, m",-10,True,False
99,"WS+1, 2, 1", ,"m, m, m",-12~-11,True,False
100,WS+2, ,m,-9~-8,False,False
101,WS+3, ,m,-12~-11,True,False
102,WS+4, ,m,-7~-6,False,False
103,WS+1+2, ,m(h or m punch parry),-10~-9,False,False
104,FC+d/f+1, ,l,-13~-12,True,False
105,FC+d/f+2, ,m,-14,True,False
106,SS+2, ,h,+1,False,False
107,SS+3, ,h,-13~-12,True,False
108,"SS+3, b", ,h,-11~-10,False,False
109,"SS+3, 2", ,"h, m",-5~-4,False,False
110,SS+4 (Close), ,l,-31,True,False
111,SS+4, ,l,-31,True,False
112,SS+1+2, ,m,+1~+2,False,False
113,Grounded face up 3+4, ,m,-5~-2,False,False
114,Opponent Down d+3+4, ,On grounded opponent(l),-13~-12,True,False
115,1+3+4, ,(Special),,False,False
116,1+2+3+4, ,(Special),,False,False
117,1+2+3+4*, ,(Special),,False,False
118,f+3+4, ,(STC),,False,False
119,f+3+4 , ,"Parry, m(STC)",-17,True,False
120,STC b, ,(KNP),,False,False
121,STC 1, ,m,-14~-11,True,False
122,STC 2, ,m?,-13~-12,True,False
123,STC 3, ,h,+8~+9,False,False
124,STC 4, ,l,-14,True,False
125,STC 1+2, ,m,-9~-8,False,False
126,"STC 1+2, 1", ,"m, h",-11,True,False
127,"STC 1+2, 1, 2", ,"m, h, h",-11,True,False
128,b+3+4, ,(KNP),,False,False
129,KNP f, ,(Special)(Parry)(KNP),,False,False
130,KNP 1, ,l (TC),-13~-12,True,False
131,KNP 2, ,h,-9,False,False
132,KNP 3, ,m (TJ),-12~-11,True,False
133,KNP 4, ,m (TJ),-7~-4,False,False
134,"KNP 4, 3+4", ,"m (TJ), m",-5~-2,False,False
135,qcf, ,(Special),,False,False
136,qcf+1, ,l (TC),-14~-13,True,False
137,qcf+2, ,m?,-14~-13,True,False
138,qcf+1+2, ,m,+5~+6s,False,False
139,qcf+3+4, ,(STC),,False,False
140,"qcf, ,", ,,,False,False
141,B+3~4 , ,(Special),,False,False
142,BT 1, ,h,-1,False,False
143,BT 2, ,m,-6,False,False
144,"BT 2, 2", ,"m, m",-13~-11s,False,False
145,BT 3, ,m,+8~+9s,False,False
146,BT 4, ,h,-8,False,False
147,BT 1+2, ,m,-5~-4,False,False
148,BT d+3 (Close), ,l (TC),-26,True,False
149,BT d+3, ,l (TC),-26,True,False
150,BT 1+4 or 2+3, ,h(Throw),Throw(KND),False,False
