Move ID,Move,Command,BlockFrame
278,"NSS u/f+3+4, b+1, 4, d+1", ,-7~-6 OC
279,"NSS b, B+1+4", ,KND
280,"NSS b, B+1+4, B (Cancel)", ,-15
281,"NSS f, F+1+4", ,
282,NSS qcf+1, ,-8~-6 OC
283,"NSS WS+2, 1", ,-6
284,"NSS WS+2, 1, 2", ,-5
285,"NSS WS+2, 1, 3", ,-7
286,"NSS FC+d/b, b+1 FC+D/F+1", ,-14~-13?
287,"NSS FC+d/b, b+1, 2", ,-20
288,NSS FC+D/F+3, ,-19?
289,NSS BT d/b or d or d/f+1, ,-13
290,NSS IND 1, ,-8~-5 OC
291,NSS d+1+2 or d+3+4 (to IND), ,
292,NSS u/f+1+2, ,
293,NSS KIN 1, ,-8~-7 OC
