Move ID,Move,Command,BlockFrame
168,DSS f+3, ,-17~-14
169,DSS f+4, ,+7g
170,"DSS , ,", ,
171,b+1+2 (to TFS), ,
172,TFS-success 1, ,
173,TFS-success 2, ,
174,TFS-success 3, ,
175,TFS-success 4, ,
176,TFS-whiff 1, ,-11~-10
177,"TFS-whiff 1, f+1", ,-14~-12
178,"TFS-whiff 1, 4", ,+7g
179,TFS-whiff 2, ,-20~-19
180,TFS-whiff 3, ,-3~-1
181,TFS-whiff 4, ,-14~-13
182,TFS-whiff 1+2, ,-10
183,TFS-whiff f+1, ,-14~-12
184,TFS-whiff f+3, ,-17~-14
185,TFS-whiff f+4, ,+7g
186,"TFS-whiff , ,", ,
187,BT 1, ,+1
188,BT 2, ,-14~-10
189,"BT 2, 2", ,-17~-15
190,BT 3, ,-8
191,BT 4, ,-9
192,"BT 4, 3", ,-12
193,BT 1+2, ,-1
194,BT d+4 or BT FC+4, ,-15~-12
195,BT u/b or u or u/f+3, ,-12
196,"BT u/b or u or u/f+3, 4", ,-18~-16
197,BT etc, ,
