Move ID,Move,Command,BlockFrame
91,"qcb, f+2+3", ,KND
92,"f, f, f+2", ,+9~+13g
93,WR+1, ,-12
94,WS+1, ,-3~-2
95,"WS+1, 1", ,-3
96,"WS+1, 1,", ,-6
97,"WS+1, 2", ,-13~-12
98,WS+2, ,-7~-5
99,"WS+2, 3 or 4 to Weave ", ,-7~-5
100,FC+d/f+1, ,-12~-11
101,FC+d/f+2, ,-15~-14
102,Opponent Down d+1+2, ,-11
103,2+3+4, ,
104,3 (to LWV), ,
105,LWV 1, ,-10
106,"LWV 1, 1", ,-13~-11
107,"LWV 1, B", ,-3
108,"LWV 1, B, d/b (Cancel)", ,-4
109,"LWV 1, f+1", ,-3
110,"LWV 1, f+1, 1", ,+3
111,"LWV 1, f+1, 1, B", ,+4
112,"LWV 1, f+1, 1, B, d/b (Cancel)", ,+2
113,LWV 2, ,-5~-3
114,"LWV 2, f", ,-1~+1
115,"LWV 2, 1", ,-8
116,4 (to RWV), ,
117,RWV 1, ,-5~-3
118,"RWV 1, f", ,-1~+1
119,"RWV 1, 2", ,-13~-11
120,RWV 2, ,-13~-12
121,3+4 (to ALB), ,
122,"3+4, F", ,
123,ALB 2, ,-8~-7
124,ALB d+2, ,-12
125,ALB U, ,
126,ALB D, ,
127,"3+4, d or u, F (two spins)", ,
128,ALB d or U 1 (two spins), ,-8~-7
129,ALB d or U d+1 (two spins), ,-12~-11
130,f+3 or f+4 FC+d/f+3 or d/f+4 (to DCK), ,
131,DCK 1, ,-7~-6
132,DCK 2, ,-14~-12
133,DCK 1+2, ,-6
134,"DCK 1+2, 1", ,-9
135,"DCK 1+2, 1, 2", ,-9
136,"DCK 1+2, 1, 2, 1", ,-9
137,"DCK 1+2, 1, 2, 1, 2", ,-9
138,"DCK 1+2, 1, 2, 1, 2, 1", ,-9
139,"DCK 1+2, 1, 2, 1, 2, 1, 2", ,-9
140,"DCK 1+2, 1, 2, 1, 2, 1, 2, 1", ,-9
141,"DCK 1+2, 1, 2, 1, 2, 1, 2, 1, 2", ,-10
142,"DCK 1+2, 1, 2, 1, 2, 1, 2, 1, 2, 1", ,-12
143,DCK f+2, ,-7~-6
144,"DCK f+2, 3 or 4 to Weave ", ,+1~+2
145,"f+3, F* or f+4, F* (to Ext DCK)", ,
146,Ext DCK 1, ,-7~-6
147,Ext DCK 2, ,-14~-12
148,Ext DCK f+2, ,+5~+6
149,"Ext DCK f+2, 3 or 4 to Weave ", ,+9~+10 (+15~+16)
150,"Ext DCK 1+2, ,,", ,-6
151,f+3+4 (to PAB), ,
152,PAB F, ,
153,PAB d/b (Cancel), ,
154,PAB 1, ,-2~-1
155,"PAB 1, 2", ,0~+1
156,"PAB 1, 2, 1", ,-13~-11
157,PAB 2 or u/b+2, ,-3
158,PAB 1+2, ,
159,PAB f+2, ,-13~-12
160,"PAB f+2, 1", ,+1~+2
161,PAB f+1+2, ,+6~+7
162,PAB d/f+1, ,-9~-8
163,"PAB d/f+1, 1", ,-10~-9
164,"PAB d/f+1, 1, 2", ,-11
165,"PAB d/f+1, 1, 2, 1", ,-13
166,"PAB d/f+1, 2", ,-6~-5
167,PAB d/f+2, ,-10~-9
168,PAB d+1, ,-12~-11
169,PAB d+2, ,-12~-11
170,PAB b+1, ,-19~-18
171,"PAB b+1, 1", ,-7~-6
172,"PAB b+1, 1, 2", ,-11~-9
173,"PAB b+1, 1, 2, 1", ,-10
174,"PAB b+1, 1, 2, 1, B", ,-3
175,PAB b+2, ,-14~-13
176,PAB u or u/f+2, ,-15~-13
177,b+3 or b+4 (to SWY), ,
178,SWY 1, ,-1~0s
179,SWY 2, ,-18~-17
180,"SWY 1+2 or +d, b, f, u direction", ,
181,b+3+4 (to FLIK), ,
182,"b+3+4, 3 or 4 to Weave ", ,
183,FLIK 1, ,-4
184,"FLIK 1, b+3+4 (One to three hits)", ,+14
185,"FLIK 1, 1", ,-8
186,"FLIK 1, 1, 1", ,-9
187,"FLIK 1, 1, 1, 2", ,-7
188,"FLIK 1, B", ,-1
189,"FLIK 1, B , d/b (Cancel)", ,-3
190,"FLIK 1, 1, B", ,-3
191,"FLIK 1, 1, B, d/b (Cancel)", ,-5
192,"FLIK 1, 1, 1, B", ,-4
193,"FLIK 1, 1, 1, B, d/b (Cancel)", ,-6
194,"FLIK 1, f+1", ,-5
195,"FLIK 1, d or u+1", ,0~+2
196,FLIK 2, ,-5
197,FLIK 1+2, ,
198,FLIK b+2, ,-10~-9
199,FLIK f+3+4, ,
200,FLIK b+1+2, ,
201,FLIK etc, ,
