Move ID,Move,Command,hitLevel,BlockFrame,Punishable,Duckable
85,WS+1, ,m,-7~-6,False,False
86,"WS+1, 4", ,"m, h",-12,True,False
87,WS+2, ,m,-8~-7,False,False
88,"WS+2, 1", ,"m, h",-2,False,False
89,WS+3, ,m,-16~-15,True,False
90,WS+4, ,m,-3~-2,False,False
91,WS+1+2, ,m?,-2,False,False
92,"WS+1+2, D (Cancel)", ,(Special)?,,False,False
93,FC+3+4 WS+3+4, ,mm (TJ),-6~-5,False,False
94,"FC+3+4, D", ,mm (TJ),-6~-5,False,False
95,"FC+3+4, 3", ,"mm (TJ), mm (TJ)",0~+1s,False,False
96,"FC+3+4, 3, D", ,"mm (TJ), mm (TJ)",0~+1s,False,False
97,FC+d/f+2, ,l (TC),-11~-10,False,False
98,FC+d/f+3, ,m,-9,False,False
99,SS+2, ,m,-9~-8,False,False
100,SS+4, ,h,-6~-2,False,False
101,f+1, ,m,-7,False,False
102,"f+1, 3", ,"m, m",-5,False,False
103,"f+1, 3, 1", ,"m, m, h",-8,False,False
104,"f+1, 4", ,"m, lh (TJ)",-6(-25s),False,False
105,"f+1, d+4", ,"m, l (TC)",-26,True,False
106,"f+1, d+4, D/B (Cancel)", ,"m, (Special)",-26,True,False
107,d/b+4, ,l (TC)(LCT),-11~-9,False,False
108,"d/b+4, D", ,l (TC)(LCT),-11~-9,False,False
109,"d/b+4, 4", ,"l (TC), l (TC)(LCT)",-7~-5,False,False
110,"d/b+4, 4, D", ,"l (TC), l (TC)(LCT)",-11~-9,False,False
111,"d/b+4, 4, 4", ,"l (TC), l (TC), l (TC)(LCT)",-7~-5,False,False
112,"d/b+4, 4, 4, D", ,"l (TC), l (TC), l (TC)(LCT)",-11~-9,False,False
113,LCT 3, ,h(LCT),-3,False,False
114,LCT 1+4, ,lh(LCT),-3(-19s),False,False
