Move ID,Move,Command,BlockFrame
166,HMS u/f+3, ,-12~-10
167,"HMS u/f+3, D", ,-14~-12
168,HMS u/f+4, ,-8~-4s
169,"f, n or HMS f (to MS)", ,
170,MS 3, ,-12~-11
171,"MS 3, 4", ,-13~-12
172,MS 3+4, ,-35~-31
173,"MS etc, ,", ,
174,"MS b, n", ,
175,Sway 4, ,-13~-12
176,Sway n command, ,
