Move ID,Move,Command,BlockFrame
135,RDS 4, ,-18~-16
136,RDS 1+2, ,-5~-4
137,"RDS 1+2, 1+2", ,-11~-10
138,RDS 3+4 or u+3+4, ,
139,RDS d+3+4, ,
140,RDS 1+4, ,
141,RDS f+1+2, ,-8
142,RDS f+3+4, ,
143,"RDS f+3+4, 3+4", ,-11~-10
144,RDS b+3+4, ,
145,RDS d+3, ,-12
146,"RDS d+3, 4", ,-5~-4
147,RDS d+4, ,-26
148,RDS d/b or d or d/f+1+2, ,
149,RDS d+1+4, ,
150,RDS d/b or d/f+4, ,+2
151,RDS u or u/f+1, ,-7~-5
152,"RDS f, F+3", ,-5
153,"RDS f, F+3+4", ,-3~+9
154,RDS 1+3 or 2+4, ,
155,"RDS f, F+1+3 or f, F+2+4", ,
156,d+1+2 or FC+1+2 RDS d+1+2, ,
157,AOP 1, ,-5
158,"AOP 1, 2", ,-6~-5
159,AOP 2, ,-11~-10
160,"AOP 2, 1", ,-12~-11
161,"AOP 2, 1, b (Cancel)", ,-14~-13
162,AOP 3, ,-16~-11
163,AOP 4, ,-4~-3
164,AOP 4~3, ,-33
165,AOP 1+2, ,-5
166,AOP 1+3 or 2+4, ,
167,AOP f+4, ,-7~-5
168,"AOP f+4, 4", ,-6~-4
169,AOP d+1, ,-12~-10
170,AOP d+1+2, ,-8
171,AOP u/b or u or u/f+3, ,-17~-15
172,"AOP u/b or u or u/f+3, 1", ,-4~-3
173,"AOP u/b or u or u/f+3, 3", ,-8
174,"AOP u/b or u or u/f+3, 4", ,-14~-12
175,AOP u or u/f+4, ,-10~0
176,"AOP u or u/f+4, B", ,-15~-5
177,"AOP u or u/f+4, d+1+2", ,-12~-2
178,"AOP u or u/f+4, 4", ,-12~0
179,AOP u/b or u or U/F, ,
180,"AOP u/b or u or u/f, n+3", ,-23~-19
181,"AOP u/b or u or u/f, n+3, d+1+2", ,-10~-8
182,"AOP u/b or u or u/f, n+4", ,-8~-7
183,AOP u/b or u or u/f(When landing)4, ,-10~-9
184,AOP u/b or u or u/f(When landing)3, ,-18~-17
185,AOP d/b or b or d/f or f, ,
186,"AOP b, b or f, f", ,
187,AOP d, ,
188,AOP b+3+4, ,
189,AOP f+3+4, ,
190,"AOP f+3+4, d+1+2", ,
