Move ID,Move,Command,hitLevel,BlockFrame,Punishable,Duckable
61,"d+1+2, F", ,"m, (CD)",-1,False,False
62,"d+1+2, B", ,"m, (SWAY)",-8,False,False
63,d+1+2~2, ,m,+2,False,False
64,d+3+4, ,l,-12,True,False
65,"d+3+4, 2", ,"l, m?",-12,True,False
66,"d+3+4, 2, d/b (Cancel)", ,"l, (Special)",-23,True,False
67,d/b+2, ,m?,-6~-4,False,False
68,d/b+3, ,l (TC),-12~-11,True,False
69,d/b+1+2, ,mh,-13,True,False
70,b+1, ,m,+3,False,False
71,b+2, ,h,-7,False,False
72,"b+2, 1", ,"h, h",0,False,False
73,"b+2, 1, 2", ,"h, h, h",-9,False,False
74,"b+2, 1, u or d (Cancel)", ,h,-10,True,False
75,"b+2, 4", ,"h, m (TJ)",-5,False,False
76,"b+2, 1, 4", ,"h, h, m (TJ)",-5~-4,False,False
77,b+3, ,m,-7,False,False
78,"b+3, F or d/F", ,"m, (Special) (TC)(CD)",+1,False,False
79,"b+3, 2", ,"m, h",-4,False,False
80,"b+3, 2, 1", ,"m, h, m",-9,False,False
81,"b+3, 2, 1, 2", ,"m, h, m, m",-10,True,False
82,"b+3, 2, 1, 4", ,"m, h, m, l",-11,True,False
83,"b+3, 4", ,"m, m",-12,True,False
84,"b+3, 1+2", ,"m, m",-6,False,False
85,"b+3, 1+2, D", ,"m, m",-6,False,False
86,b+4, ,m,-10,True,False
87,b+1+3 or b+2+4, ,Absorbs 1 h/m hit,,False,False
88,1 When parrying 2, ,h,-10~-9,False,False
89,2 When parrying 2, ,m,-5,False,False
90,b+1+4, ,!,KND,False,False
91,u/b+1+2, ,mm,-16,True,False
92,u/b+1+2 (Second hit miss), ,m,-18,True,False
93,"u/b+1+2, 1", ,"mm, m",-13,True,False
94,"u/b+1+2, 1, 2", ,"mm, m, m",-16,True,False
95,"u/b+1+2, 1, 2, 1", ,"mm, m, m, m",-13,True,False
96,"u/b+1+2, 1, 2, 1, 2", ,"mm, m, m, m, m",-16,True,False
97,"u/b+1+2, 1, 2, 1, 2, 1", ,"mm, m, m, m, m, m",-13,True,False
98,"u/b+1+2, 1, 2, 1, 2, 1, 2", ,"mm, m, m, m, m, m, m",-16,True,False
99,"u/b+1+2, 1, 2, 1, 2, 1, 2, 1", ,"mm, m, m, m, m, m, m, m",-13,True,False
100,"u/b+1+2, 1, 2, 1, 2, 1, 2, 1, 2", ,"mm, m, m, m, m, m, m, m, m",-16,True,False
101,"u/b+1+2, 1, 2, 1, 2, 1, 2, 1, 2, 1", ,"mm, m, m, m, m, m, m, m, m, m",-32,True,False
102,"u/b+1+2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 4", ,"mm, m, m, m, m, m, m, m, m, m, m",-35,True,False
103,u or u/f+3, ,m (TJ),0~+1,False,False
104,u+4, ,m (TJ),-5~-3,False,False
105,u/f+4, ,m (TJ),-5~-3,False,False
106,"f, F+2", ,h,-10,True,False
107,"f, F+3", ,m,-13~-12,True,False
108,"f, F+3* (Very long hold)", ,m,+8~+9,False,False
109,"f, F+4", ,h,-10~-7s,False,False
110,"f, b+2", ,h,-7~-6,False,False
111,"b, d/f+4", ,l,-13,True,False
112,"b, B+4", ,m(h),-19~-7,False,False
113,"f, f, f+3", ,m,+9~+12g,False,False
114,WS+1, ,m,-16~-15,True,False
115,WS+2 (to GUP), ,m(GUP),-10,True,False
116,GUP When hit b or F+2, ,"m, (throw)",-10,True,False
117,WS+3, ,m,-10,True,False
118,"WS+3, 4", ,"m, m",-10,True,False
119,WS+4, ,m,-6~-5,False,False
120,WS+1+2, ,m,-5~-4,False,False
121,FC+d/f+4, ,m,-10~-9,False,False
122,SS+1, ,h,-5~-4,False,False
123,SS+2, ,m,-6~-5,False,False
124,"SS+2, 3", ,"m, l",-13~-12,True,False
125,qcf or In certain strings F (to CD), ,(Special) (TC)(CD),,False,False
126,qcf+1, ,m,-16~-15,True,False
127,qcf+2, ,h,-6,False,False
128,"qcf+2, 1", ,"h, m",-11,True,False
129,qcf+1+2, ,m?,-12~-11,True,False
130,qcf+3, ,m,-10,True,False
131,"qcf+3, 4", ,"m, m",-10,True,False
132,qcf+4, ,m,-5,False,False
133,"qcf+4, 1", ,"m, h",0,False,False
134,"qcf+4, 1, d or u (Cancel)", ,"m, (Special)",-11,True,False
135,"qcf+4, 1, 2", ,"m, h, h",-9,False,False
136,"qcf+4, 1, 4", ,"m, h, m (TJ)",-5~-4,False,False
137,qcb (to SWAY), ,(SWAY),,False,False
138,qcb+2, ,m,-9~-8,False,False
139,"qcb+2, 4", ,"m, h",-10~-7s,False,False
140,qcb+3, ,l,-13~-12,True,False
141,qcb+4, ,m,-12~-11,True,False
142,1+3+4 (to TNT), ,!,+16~+19,False,False
143,After TNT f+2, ,m,-10,True,False
144,"After TNT f+2, 1", ,"m, m",-10,True,False
145,"After TNT f+2, 1, 4", ,"m, m, m",-161~-160,True,False
146,"After TNT f+2, 1, 4, 2", ,"m, m, m, h",-140,True,False
147,"After TNT f+2, 1, 4, 2, 1", ,"m, m, m, h, h",-134,True,False
148,"After TNT f+2, 1, 4, 2, 1, 4", ,"m, m, m, h, h, m (TJ)",-136~-137,True,False
149,"After TNT f+2, 1, 4, 2, 1, 4, 2", ,"m, m, m, h, h, m (TJ), h",+4,False,False
150,"After TNT f, F+2", ,h,+4,False,False
151,"After TNT u/b+1+2, ,", ,mm,?,False,False
